snapshot_utc,position,document_id,in_this_day_set,section,headline,file
2026-08-25 07:27,18,10020232,yes,Wirtschaft,"Following Trump's example? In the fight against China's flood of subsidies, calls for higher tariffs are growing louder in Brussels",2026-08-25_wirtschaft_following-trump-s-example-fight-against-china_ld10020232
2026-08-25 07:27,19,10019389,yes,Mobilität,How the shock of 9/11 made flying safer,2026-08-25_mobilitaet_shock-9-11-made-flying-safer_ld10019389
2026-08-25 07:27,20,10018958,yes,Pro,Europe's dangerous missile gap,2026-08-25_pro_europe-s-dangerous-missile-gap_ld10018958
2026-08-25 07:27,21,10018914,yes,International,What happens when even selling books becomes a crime? Hong Kong is experiencing just that,2026-08-25_international_what-happens-when-even-selling-books-becomes_ld10018914
2026-08-25 07:27,22,10020753,no,,,
2026-08-25 07:27,23,10020266,no,,,
2026-08-25 07:27,24,10019993,no,,,
2026-08-25 07:27,25,10016705,no,,,
2026-08-25 07:27,26,10020778,no,,,
2026-08-25 07:27,27,10020727,no,,,
2026-08-25 07:27,28,10020733,no,,,
2026-08-25 07:27,29,10020886,yes,Schweiz,Switzerland: Laurent Favre joins SRG Board of Directors,2026-09-02_schweiz_switzerland-laurent-favre-joins-srg-board-directors_ld10020886
2026-08-25 07:27,30,10020851,yes,Schweiz,First FMH data on tax point cap: only 7% of doctors affected,2026-08-25_schweiz_first-fmh-data-tax-point-cap-only_ld10020851
2026-08-25 07:27,31,10020122,no,,,
2026-08-25 07:27,32,10020168,yes,Zürich,Zurich vote on 40-meter building heights,2026-08-25_zuerich_zurich-vote-40-meter-building-heights_ld10020168
2026-08-25 07:27,33,10018895,no,,,
2026-08-25 07:27,34,10014468,no,,,
2026-08-25 07:27,35,10020734,yes,Feuilleton,Berlin crime: The cleaner is unfazed by her employer’s corpse,2026-08-25_feuilleton-buecher_berlin-crime-cleaner-unfazed-employers-corpse_ld10020734
2026-08-25 07:27,36,10020769,yes,Feuilleton,"Lucerne Festival: Rihm's Roar, Strauss's Storm, and the Magic of Quiet",2026-08-25_feuilleton-musik_lucerne-festival-rihm-s-roar-strauss-s_ld10020769
2026-08-25 07:27,37,10019841,no,,,
2026-08-25 07:27,38,110998,no,,,
2026-08-25 07:27,39,10019339,no,,,
2026-08-25 07:27,40,10005232,no,,,
2026-08-25 07:27,41,10003999,no,,,
2026-08-25 07:27,42,10013926,no,,,
2026-08-25 07:27,43,10018921,no,,,
2026-08-25 07:27,44,10018911,no,,,
2026-08-25 07:27,45,10018102,no,,,
2026-08-25 07:27,46,10018712,no,,,
2026-08-25 07:27,47,10004637,no,,,
2026-08-25 07:27,48,10020700,no,,,
2026-08-25 07:27,49,10020192,no,,,
2026-08-25 07:27,50,10020124,no,,,
2026-08-25 07:27,51,10020529,no,,,
2026-08-25 07:27,52,10020541,no,,,
2026-08-25 07:27,53,10020469,no,,,
2026-08-25 07:27,54,10009803,no,,,
2026-08-25 07:27,55,1856621,no,,,
2026-08-25 07:27,56,10020750,no,,,
2026-08-25 07:27,57,10020783,yes,Wirtschaft,Upheaval at VW: Group Reportedly Plans Four German Site Closures,2026-09-01_wirtschaft_upheaval-vw-group-reportedly-plans-four-german_ld10020783
2026-08-25 07:27,58,10020742,no,,,
2026-08-25 07:27,59,10020777,no,,,
2026-08-25 07:27,60,10020291,no,,,
2026-08-25 07:27,61,10020133,no,,,
2026-08-25 07:27,62,10019641,no,,,
2026-08-25 07:27,63,10018380,yes,Schweiz,"«People thought we were rich, and I let them believe it»: The Paléo founder and longtime city president of Nyon on his recipe for success",2026-08-25_schweiz_people-thought-we-were-rich-i-let_ld10018380
2026-08-25 07:27,64,10020737,no,,,
2026-08-25 07:27,65,10020795,no,,,
2026-08-25 07:27,66,10020746,yes,Zürich,The Zurich FDP loses its last district school board presidency. Përparim Avdili says: «My incomprehension of the GLP could hardly be greater.»,2026-08-25_zuerich_zurich-fdp-loses-last-district-school-board_ld10020746
2026-08-25 07:27,67,10020744,no,,,
2026-08-25 07:27,68,10012099,no,,,
2026-08-25 07:27,69,10020712,no,,,
2026-08-25 07:27,70,10020564,no,,,
2026-08-25 07:27,71,10017724,no,,,
2026-08-25 07:27,72,10020743,yes,Feuilleton,"Is it «heissersehnte Spaghetti» or «heissersehnte Spagetti»? Thirty years ago, the major spelling reform was passed. Now, the spelling is being reversed",2026-08-25_feuilleton_it-heissersehnte-spaghetti-or-heissersehnte-spagetti-thirty_ld10020743
2026-08-25 07:27,73,10020494,yes,Feuilleton,Entry only for Black people: Theater director Matthias Lilienthal is banking on a shitstorm. Not for the first time,2026-08-25_feuilleton-buehne_entry-only-black-people-theater-director-matthias_ld10020494
2026-08-25 07:27,74,10020507,no,,,
2026-08-25 07:27,75,10019840,no,,,
2026-08-25 07:27,76,10019506,no,,,
2026-08-25 07:27,77,10018919,no,,,
2026-08-25 07:27,78,1935083,no,,,
2026-08-25 07:27,79,1935084,no,,,
2026-08-25 07:27,80,1934558,no,,,
2026-08-25 07:27,81,1871994,no,,,
2026-08-25 07:27,82,1882762,no,,,
2026-08-25 07:27,83,1421453,no,,,
2026-08-25 07:27,84,10016528,yes,Meinung,An island of peace and prosperity – what has made Singapore possible?,2026-08-25_meinung_island-peace-prosperity-what-has-made-singapore_ld10016528
2026-08-25 07:27,85,1536230,no,,,
2026-08-25 07:27,86,10020748,yes,Feuilleton,Anne Teresa De Keersmaeker at the Zurich Theatre Festival: Dancing to the songs of Jacques Brel,2026-08-25_feuilleton-buehne_anne-teresa-de-keersmaeker-zurich-theatre-festival_ld10020748
2026-08-25 07:27,87,10020729,no,,,
2026-08-25 07:27,88,10020697,no,,,
2026-08-25 07:27,89,10019956,no,,,
2026-08-25 07:27,90,10020551,no,,,
2026-08-25 13:01,1,148422,no,,,
2026-08-25 13:01,2,10020882,yes,International,"Israel's bombing of Syria, targeting Turkey",2026-08-25_international_israel-s-bombing-syria-targeting-turkey_ld10020882
2026-08-25 13:01,3,1536230,no,,,
2026-08-25 13:01,4,10020278,yes,Meinung,"Kunsthaus: more cost-consciousness, less room-closing threats – city support still needed",2026-08-25_meinung_kunsthaus-more-cost-consciousness-less-room-closing_ld10020278
2026-08-25 13:01,5,10020779,yes,Wirtschaft,Canada breaks off tariff negotiations with the US – would that be an option for Switzerland too?,2026-08-25_wirtschaft_canada-breaks-off-tariff-negotiations-us-would_ld10020779
2026-08-25 13:01,6,10020798,yes,International,Canadians are tough. Prime Minister Mark Carney is proving that in the trade dispute with the US,2026-08-25_international_canadians-tough-prime-minister-mark-carney-proving_ld10020798
2026-08-25 13:01,7,10020760,yes,Meinung,"Hammer, Sickle, Sünneli – The Abused Peace Dove",2026-08-25_meinung_hammer-sickle-sunneli-abused-peace-dove_ld10020760
2026-08-25 13:01,8,10020901,yes,Panorama,Joyriding: When risky driving becomes a deadly social media trend,2026-08-25_panorama_joyriding-when-risky-driving-becomes-deadly-social_ld10020901
2026-08-25 13:01,9,10018380,yes,Schweiz,"«People thought we were rich, and I let them believe it»: The Paléo founder and longtime city president of Nyon on his recipe for success",2026-08-25_schweiz_people-thought-we-were-rich-i-let_ld10018380
2026-08-25 13:01,10,10019389,yes,Mobilität,How the shock of 9/11 made flying safer,2026-08-25_mobilitaet_shock-9-11-made-flying-safer_ld10019389
2026-08-25 13:01,11,10020717,yes,Startseite (Deutschland),"He used to sell perfumes, now he sells the AfD program: Ulrich Siegmund's triumphant procession",2026-08-25_deutschland_he-used-sell-perfumes-now-he-sells_ld10020717
2026-08-25 13:01,12,10020232,yes,Wirtschaft,"Following Trump's example? In the fight against China's flood of subsidies, calls for higher tariffs are growing louder in Brussels",2026-08-25_wirtschaft_following-trump-s-example-fight-against-china_ld10020232
2026-08-25 13:01,13,10020892,yes,Panorama,Swiss aircraft makes emergency landing in Azores due to chemical smell,2026-08-25_panorama_swiss-aircraft-makes-emergency-landing-azores-due_ld10020892
2026-08-25 13:01,14,10020832,yes,International,They devour everything and turn dry-stone walls into scree slopes: Goat plague on Capri,2026-08-25_international_they-devour-everything-turn-dry-stone-walls_ld10020832
2026-08-25 13:01,15,10020746,yes,Zürich,The Zurich FDP loses its last district school board presidency. Përparim Avdili says: «My incomprehension of the GLP could hardly be greater.»,2026-08-25_zuerich_zurich-fdp-loses-last-district-school-board_ld10020746
2026-08-25 13:01,16,10018958,yes,Pro,Europe's dangerous missile gap,2026-08-25_pro_europe-s-dangerous-missile-gap_ld10018958
2026-08-25 13:01,17,10018914,yes,International,What happens when even selling books becomes a crime? Hong Kong is experiencing just that,2026-08-25_international_what-happens-when-even-selling-books-becomes_ld10018914
2026-08-25 13:01,18,10016528,yes,Meinung,An island of peace and prosperity – what has made Singapore possible?,2026-08-25_meinung_island-peace-prosperity-what-has-made-singapore_ld10016528
2026-08-25 13:01,19,10020770,no,,,
2026-08-25 13:01,20,10020753,no,,,
2026-08-25 13:01,21,10020266,no,,,
2026-08-25 13:01,22,10019993,no,,,
2026-08-25 13:01,23,10016705,no,,,
2026-08-25 13:01,24,10020371,yes,Schweiz,Strategy against Russia: How Poland is making its people more resilient – ​​and what Switzerland can learn from it,2026-08-25_schweiz_strategy-against-russia-poland-making-people-more_ld10020371
2026-08-25 13:01,25,10020794,yes,Schweiz,All inhibitions fall at anti-Israel demonstrations; escalation now threatens in Basel,2026-08-25_schweiz_all-inhibitions-fall-anti-israel-demonstrations-escalation_ld10020794
2026-08-25 13:01,26,10020894,yes,Panorama,Glacier break-off threatens Weisshorn in Valais municipality of Randa,2026-08-25_panorama_glacier-break-off-threatens-weisshorn-valais-municipality_ld10020894
2026-08-25 13:01,27,10020727,no,,,
2026-08-25 13:01,28,10020733,no,,,
2026-08-25 13:01,29,10018697,yes,Panorama,An Eccentric Count Opens a Mailbox Just for Love Letters – Strangers From All Over the World Still Fill It Today,2026-08-25_panorama_eccentric-count-opens-mailbox-just-love-letters_ld10018697
2026-08-25 13:01,30,10020743,yes,Feuilleton,"Is it «heissersehnte Spaghetti» or «heissersehnte Spagetti»? Thirty years ago, the major spelling reform was passed. Now, the spelling is being reversed",2026-08-25_feuilleton_it-heissersehnte-spaghetti-or-heissersehnte-spagetti-thirty_ld10020743
2026-08-25 13:01,31,10020940,yes,International,Osman Kavala case: Human Rights Court condemns Turkey,2026-08-25_international_osman-kavala-case-human-rights-court-condemns_ld10020940
2026-08-25 13:01,32,10019878,yes,Feuilleton,Dominik Kaiser sold his TV channel 3plus for over 100 million Swiss francs: «I first had to become aware of what wealth actually means.»,2026-08-25_feuilleton-medien_dominik-kaiser-sold-tv-channel-3plus-over_ld10019878
2026-08-25 13:01,33,10020472,yes,Mobilität,Tesla is pushing into the robotaxis market: with cybercabs that have no steering wheel or pedals,2026-08-25_mobilitaet_tesla-pushing-into-robotaxis-market-cybercabs-have_ld10020472
2026-08-25 13:01,34,10020859,yes,Sport,"Basketball player Sophie Cunningham, a nobody, becomes an overnight star for the American right through anti-trans rhetoric",2026-08-25_sport-weitere-sportarten_basketball-player-sophie-cunningham-nobody-becomes-overnight_ld10020859
2026-08-25 13:01,35,10018895,no,,,
2026-08-25 13:01,36,10020734,yes,Feuilleton,Berlin crime: The cleaner is unfazed by her employer’s corpse,2026-08-25_feuilleton-buecher_berlin-crime-cleaner-unfazed-employers-corpse_ld10020734
2026-08-25 13:01,37,110998,no,,,
2026-08-25 13:01,38,10019339,no,,,
2026-08-25 13:01,39,10005232,no,,,
2026-08-25 13:01,40,10003999,no,,,
2026-08-25 13:01,41,10013926,no,,,
2026-08-25 13:01,42,10018921,no,,,
2026-08-25 13:01,43,10018911,no,,,
2026-08-25 13:01,44,10018102,no,,,
2026-08-25 13:01,45,10018712,no,,,
2026-08-25 13:01,46,10020778,no,,,
2026-08-25 13:01,47,1847635,no,,,
2026-08-25 13:01,48,10004637,no,,,
2026-08-25 13:01,49,10020700,no,,,
2026-08-25 13:01,50,10020192,no,,,
2026-08-25 13:01,51,10020541,no,,,
2026-08-25 13:01,52,10020469,no,,,
2026-08-25 13:01,53,10019870,no,,,
2026-08-25 13:01,54,1920307,no,,,
2026-08-25 13:01,55,10009803,no,,,
2026-08-25 13:01,56,1856621,no,,,
2026-08-25 13:01,57,10020783,yes,Wirtschaft,Upheaval at VW: Group Reportedly Plans Four German Site Closures,2026-09-01_wirtschaft_upheaval-vw-group-reportedly-plans-four-german_ld10020783
2026-08-25 13:01,58,10020450,no,,,
2026-08-25 13:01,59,10020742,no,,,
2026-08-25 13:01,60,10020291,no,,,
2026-08-25 13:01,61,10020133,no,,,
2026-08-25 13:01,62,10019641,no,,,
2026-08-25 13:01,63,10020886,yes,Schweiz,Switzerland: Laurent Favre joins SRG Board of Directors,2026-09-02_schweiz_switzerland-laurent-favre-joins-srg-board-directors_ld10020886
2026-08-25 13:01,64,10020851,yes,Schweiz,First FMH data on tax point cap: only 7% of doctors affected,2026-08-25_schweiz_first-fmh-data-tax-point-cap-only_ld10020851
2026-08-25 13:01,65,10020737,no,,,
2026-08-25 13:01,66,10020168,yes,Zürich,Zurich vote on 40-meter building heights,2026-08-25_zuerich_zurich-vote-40-meter-building-heights_ld10020168
2026-08-25 13:01,67,10020744,no,,,
2026-08-25 13:01,68,10012099,no,,,
2026-08-25 13:01,69,10020712,no,,,
2026-08-25 13:01,70,10020564,no,,,
2026-08-25 13:01,71,10017724,no,,,
2026-08-25 13:01,72,10020769,yes,Feuilleton,"Lucerne Festival: Rihm's Roar, Strauss's Storm, and the Magic of Quiet",2026-08-25_feuilleton-musik_lucerne-festival-rihm-s-roar-strauss-s_ld10020769
2026-08-25 13:01,73,10020748,yes,Feuilleton,Anne Teresa De Keersmaeker at the Zurich Theatre Festival: Dancing to the songs of Jacques Brel,2026-08-25_feuilleton-buehne_anne-teresa-de-keersmaeker-zurich-theatre-festival_ld10020748
2026-08-25 13:01,74,10020494,yes,Feuilleton,Entry only for Black people: Theater director Matthias Lilienthal is banking on a shitstorm. Not for the first time,2026-08-25_feuilleton-buehne_entry-only-black-people-theater-director-matthias_ld10020494
2026-08-25 13:01,75,10019840,no,,,
2026-08-25 13:01,76,10019506,no,,,
2026-08-25 13:01,77,10018919,no,,,
2026-08-25 13:01,78,1935087,no,,,
2026-08-25 13:01,79,1935083,no,,,
2026-08-25 13:01,80,1935084,no,,,
2026-08-25 13:01,81,1871994,no,,,
2026-08-25 13:01,82,1882762,no,,,
2026-08-25 13:01,83,1421453,no,,,
2026-08-25 13:01,84,10020729,no,,,
2026-08-25 13:01,85,10020697,no,,,
2026-08-25 13:01,86,10019956,no,,,
2026-08-25 13:01,87,10020551,no,,,
2026-08-25 17:04,1,148422,no,,,
2026-08-25 17:04,2,10020976,yes,International,Washington's increased pressure – Tehran unimpressed,2026-08-25_international_washington-s-increased-pressure-tehran-unimpressed_ld10020976
2026-08-25 17:04,3,10009801,no,,,
2026-08-25 17:04,4,10020939,yes,Wirtschaft,The chip giant at the center of the AI ​​boom: Nvidia is once again making the stock markets nervous,2026-08-25_wirtschaft_chip-giant-center-ai-boom-nvidia-once_ld10020939
2026-08-25 17:04,5,10020926,yes,Schweiz,Must a municipal president foresee a natural disaster? A trial on alpine risk,2026-08-25_schweiz_must-municipal-president-foresee-natural-disaster-trial_ld10020926
2026-08-25 17:04,6,1869433,no,,,
2026-08-25 17:04,7,10020779,yes,Wirtschaft,Canada breaks off tariff negotiations with the US – would that be an option for Switzerland too?,2026-08-25_wirtschaft_canada-breaks-off-tariff-negotiations-us-would_ld10020779
2026-08-25 17:04,8,10020950,yes,Schweiz,"AI omnipresent in schools, but uncontrolled: «That achieves nothing, it’s even counterproductive,» says education researcher Stefan Wolter",2026-08-25_schweiz_ai-omnipresent-schools-but-uncontrolled-achieves-nothing_ld10020950
2026-08-25 17:04,9,10018914,yes,International,What happens when even selling books becomes a crime? Hong Kong is experiencing just that,2026-08-25_international_what-happens-when-even-selling-books-becomes_ld10018914
2026-08-25 17:04,10,10020882,yes,International,"Israel's bombing of Syria, targeting Turkey",2026-08-25_international_israel-s-bombing-syria-targeting-turkey_ld10020882
2026-08-25 17:04,11,1536230,no,,,
2026-08-25 17:04,12,10019389,yes,Mobilität,How the shock of 9/11 made flying safer,2026-08-25_mobilitaet_shock-9-11-made-flying-safer_ld10019389
2026-08-25 17:04,13,10020932,yes,Meinung,"Out-of-touch legislation: Too often, the EU forgets Switzerland and other third countries",2026-08-25_meinung_out-touch-legislation-too-often-eu-forgets_ld10020932
2026-08-25 17:04,14,10020913,yes,Zürich,"A man rages in a cocaine frenzy at the «Baur au Lac» and «Storchen» hotels – and causes 167,000 Swiss francs in damage",2026-08-25_zuerich_man-rages-cocaine-frenzy-baur-au-lac_ld10020913
2026-08-25 17:04,15,10020901,yes,Panorama,Joyriding: When risky driving becomes a deadly social media trend,2026-08-25_panorama_joyriding-when-risky-driving-becomes-deadly-social_ld10020901
2026-08-25 17:04,16,10020746,yes,Zürich,The Zurich FDP loses its last district school board presidency. Përparim Avdili says: «My incomprehension of the GLP could hardly be greater.»,2026-08-25_zuerich_zurich-fdp-loses-last-district-school-board_ld10020746
2026-08-25 17:04,17,10020371,yes,Schweiz,Strategy against Russia: How Poland is making its people more resilient – ​​and what Switzerland can learn from it,2026-08-25_schweiz_strategy-against-russia-poland-making-people-more_ld10020371
2026-08-25 17:04,18,10020232,yes,Wirtschaft,"Following Trump's example? In the fight against China's flood of subsidies, calls for higher tariffs are growing louder in Brussels",2026-08-25_wirtschaft_following-trump-s-example-fight-against-china_ld10020232
2026-08-25 17:04,19,10018958,yes,Pro,Europe's dangerous missile gap,2026-08-25_pro_europe-s-dangerous-missile-gap_ld10018958
2026-08-25 17:04,20,10016528,yes,Meinung,An island of peace and prosperity – what has made Singapore possible?,2026-08-25_meinung_island-peace-prosperity-what-has-made-singapore_ld10016528
2026-08-25 17:04,21,10020770,no,,,
2026-08-25 17:04,22,10020753,no,,,
2026-08-25 17:04,23,10020266,no,,,
2026-08-25 17:04,24,10019993,no,,,
2026-08-25 17:04,25,10020760,yes,Meinung,"Hammer, Sickle, Sünneli – The Abused Peace Dove",2026-08-25_meinung_hammer-sickle-sunneli-abused-peace-dove_ld10020760
2026-08-25 17:04,26,10021014,yes,Zürich,"Zurich maintains fire ban: Neighboring cantons bolder, despite less rain there",2026-08-27_zuerich_zurich-maintains-fire-ban-neighboring-cantons-bolder_ld10021014
2026-08-25 17:04,27,10019050,no,,,
2026-08-25 17:04,28,10018697,yes,Panorama,An Eccentric Count Opens a Mailbox Just for Love Letters – Strangers From All Over the World Still Fill It Today,2026-08-25_panorama_eccentric-count-opens-mailbox-just-love-letters_ld10018697
2026-08-25 17:04,29,10020743,yes,Feuilleton,"Is it «heissersehnte Spaghetti» or «heissersehnte Spagetti»? Thirty years ago, the major spelling reform was passed. Now, the spelling is being reversed",2026-08-25_feuilleton_it-heissersehnte-spaghetti-or-heissersehnte-spagetti-thirty_ld10020743
2026-08-25 17:04,30,10020922,yes,Sport,Ayyoub Bouaddi is the mathematician among the midfield playmakers – can he replace Spaniard Rodri at Manchester City?,2026-08-25_sport-fussball_ayyoub-bouaddi-mathematician-among-midfield-playmakers-can_ld10020922
2026-08-25 17:04,31,10020832,yes,International,They devour everything and turn dry-stone walls into scree slopes: Goat plague on Capri,2026-08-25_international_they-devour-everything-turn-dry-stone-walls_ld10020832
2026-08-25 17:04,32,10019878,yes,Feuilleton,Dominik Kaiser sold his TV channel 3plus for over 100 million Swiss francs: «I first had to become aware of what wealth actually means.»,2026-08-25_feuilleton-medien_dominik-kaiser-sold-tv-channel-3plus-over_ld10019878
2026-08-25 17:04,33,10020472,yes,Mobilität,Tesla is pushing into the robotaxis market: with cybercabs that have no steering wheel or pedals,2026-08-25_mobilitaet_tesla-pushing-into-robotaxis-market-cybercabs-have_ld10020472
2026-08-25 17:04,34,10020859,yes,Sport,"Basketball player Sophie Cunningham, a nobody, becomes an overnight star for the American right through anti-trans rhetoric",2026-08-25_sport-weitere-sportarten_basketball-player-sophie-cunningham-nobody-becomes-overnight_ld10020859
2026-08-25 17:04,35,10020734,yes,Feuilleton,Berlin crime: The cleaner is unfazed by her employer’s corpse,2026-08-25_feuilleton-buecher_berlin-crime-cleaner-unfazed-employers-corpse_ld10020734
2026-08-25 17:04,36,110998,no,,,
2026-08-25 17:04,37,10019339,no,,,
2026-08-25 17:04,38,10005232,no,,,
2026-08-25 17:04,39,10003999,no,,,
2026-08-25 17:04,40,10013926,no,,,
2026-08-25 17:04,41,10018921,no,,,
2026-08-25 17:04,42,10018911,no,,,
2026-08-25 17:04,43,10018102,no,,,
2026-08-25 17:04,44,10018712,no,,,
2026-08-25 17:04,45,10020778,no,,,
2026-08-25 17:04,46,1847635,no,,,
2026-08-25 17:04,47,10004637,no,,,
2026-08-25 17:04,48,10020700,no,,,
2026-08-25 17:04,49,10020798,yes,International,Canadians are tough. Prime Minister Mark Carney is proving that in the trade dispute with the US,2026-08-25_international_canadians-tough-prime-minister-mark-carney-proving_ld10020798
2026-08-25 17:04,50,10020192,no,,,
2026-08-25 17:04,51,10020529,no,,,
2026-08-25 17:04,52,10020541,no,,,
2026-08-25 17:04,53,10020469,no,,,
2026-08-25 17:04,54,10009803,no,,,
2026-08-25 17:04,55,1920307,no,,,
2026-08-25 17:04,56,10020940,yes,International,Osman Kavala case: Human Rights Court condemns Turkey,2026-08-25_international_osman-kavala-case-human-rights-court-condemns_ld10020940
2026-08-25 17:04,57,10020783,yes,Wirtschaft,Upheaval at VW: Group Reportedly Plans Four German Site Closures,2026-09-01_wirtschaft_upheaval-vw-group-reportedly-plans-four-german_ld10020783
2026-08-25 17:04,58,10020450,no,,,
2026-08-25 17:04,59,10020742,no,,,
2026-08-25 17:04,60,10020291,no,,,
2026-08-25 17:04,61,10020133,no,,,
2026-08-25 17:04,62,10019641,no,,,
2026-08-25 17:04,63,10020886,yes,Schweiz,Switzerland: Laurent Favre joins SRG Board of Directors,2026-09-02_schweiz_switzerland-laurent-favre-joins-srg-board-directors_ld10020886
2026-08-25 17:04,64,10020851,yes,Schweiz,First FMH data on tax point cap: only 7% of doctors affected,2026-08-25_schweiz_first-fmh-data-tax-point-cap-only_ld10020851
2026-08-25 17:04,65,10018380,yes,Schweiz,"«People thought we were rich, and I let them believe it»: The Paléo founder and longtime city president of Nyon on his recipe for success",2026-08-25_schweiz_people-thought-we-were-rich-i-let_ld10018380
2026-08-25 17:04,66,10020168,yes,Zürich,Zurich vote on 40-meter building heights,2026-08-25_zuerich_zurich-vote-40-meter-building-heights_ld10020168
2026-08-25 17:04,67,10020744,no,,,
2026-08-25 17:04,68,10012099,no,,,
2026-08-25 17:04,69,10020712,no,,,
2026-08-25 17:04,70,10020564,no,,,
2026-08-25 17:04,71,10017724,no,,,
2026-08-25 17:04,72,10020769,yes,Feuilleton,"Lucerne Festival: Rihm's Roar, Strauss's Storm, and the Magic of Quiet",2026-08-25_feuilleton-musik_lucerne-festival-rihm-s-roar-strauss-s_ld10020769
2026-08-25 17:04,73,10020748,yes,Feuilleton,Anne Teresa De Keersmaeker at the Zurich Theatre Festival: Dancing to the songs of Jacques Brel,2026-08-25_feuilleton-buehne_anne-teresa-de-keersmaeker-zurich-theatre-festival_ld10020748
2026-08-25 17:04,74,10020494,yes,Feuilleton,Entry only for Black people: Theater director Matthias Lilienthal is banking on a shitstorm. Not for the first time,2026-08-25_feuilleton-buehne_entry-only-black-people-theater-director-matthias_ld10020494
2026-08-25 17:04,75,10019840,no,,,
2026-08-25 17:04,76,10019506,no,,,
2026-08-25 17:04,77,10018919,no,,,
2026-08-25 17:04,78,1935090,no,,,
2026-08-25 17:04,79,1935064,no,,,
2026-08-25 17:04,80,1935083,no,,,
2026-08-25 17:04,81,1871994,no,,,
2026-08-25 17:04,82,1882762,no,,,
2026-08-25 17:04,83,1421453,no,,,
2026-08-25 17:04,84,10020729,no,,,
2026-08-25 17:04,85,10020697,no,,,
2026-08-25 17:04,86,10019956,no,,,
2026-08-25 17:04,87,10020551,no,,,
