file,document_id,published,section,genre,authors,words,headline_en,url
2026-09-01_wirtschaft_upheaval-vw-group-reportedly-plans-four-german_ld10020783,10020783,2026-09-01,Wirtschaft,Die neuesten Entwicklungen,Maurice Koepfli,1095,Upheaval at VW: Group Reportedly Plans Four German Site Closures,https://www.nzz.ch/wirtschaft/umbruch-bei-vw-was-in-den-kommenden-tagen-zu-erwarten-ist-ld.10020783
2026-08-25_wirtschaft_following-trump-s-example-fight-against-china_ld10020232,10020232,2026-08-25,Wirtschaft,,"Daniel Imwinkelried, Tienen, Matthias Kamp, Beijing",1120,"Following Trump's example? In the fight against China's flood of subsidies, calls for higher tariffs are growing louder in Brussels",https://www.nzz.ch/wirtschaft/vorbild-trump-im-kampf-gegen-chinas-subventionsflut-wird-in-bruessel-der-ruf-nach-hoeheren-zoellen-lauter-ld.10020232
2026-08-25_pro_europe-s-dangerous-missile-gap_ld10018958,10018958,2026-08-25,Pro,,Marco Seliger,1452,Europe's dangerous missile gap,https://www.nzz.ch/pro/abfangraketen-fehlen-europas-gefaehrliche-verteidigungsluecke-ld.10018958
2026-08-25_feuilleton-buecher_berlin-crime-cleaner-unfazed-employers-corpse_ld10020734,10020734,2026-08-25,Feuilleton,,Paul Jandl,772,Berlin crime: The cleaner is unfazed by her employer’s corpse,https://www.nzz.ch/feuilleton/buecher/berliner-krimi-die-auster-mord-und-geheimnisse-im-kadewe-milieu-ld.10020734
2026-08-25_podcast-akzent_ukraine-one-most-important-battles-war-being_ld10020514,10020514,2026-08-25,Podcast,Podcast «NZZ Akzent»,Nadine Landert,281,Ukraine: One of the most important battles of this war is being fought in Odesa on the Black Sea,https://www.nzz.ch/podcast/akzent/ukraine-in-odessa-wird-der-wichtigste-kampf-gefochten-ld.10020514
2026-08-25_feuilleton-buehne_entry-only-black-people-theater-director-matthias_ld10020494,10020494,2026-08-25,Feuilleton,,Bernd Noack,1116,Entry only for Black people: Theater director Matthias Lilienthal is banking on a shitstorm. Not for the first time,https://www.nzz.ch/feuilleton/buehne/provokation-als-methode-der-neue-volksbuehne-intendant-matthias-lilienthal-ld.10020494
2026-08-25_panorama_eccentric-count-opens-mailbox-just-love-letters_ld10018697,10018697,2026-08-25,Panorama,,"Florian Haupt, Barcelona",1227,An Eccentric Count Opens a Mailbox Just for Love Letters – Strangers From All Over the World Still Fill It Today,https://www.nzz.ch/panorama/ein-exzentrischer-graf-eroeffnet-einen-briefkasten-nur-fuer-liebesbriefe-bis-heute-fuellen-ihn-fremde-aus-aller-welt-ld.10018697
2026-08-25_international_what-happens-when-even-selling-books-becomes_ld10018914,10018914,2026-08-25,International,,"Matthias Kamp, Hong Kong, Beijing",1831,What happens when even selling books becomes a crime? Hong Kong is experiencing just that,https://www.nzz.ch/international/was-passiert-wenn-selbst-buecher-verkaufen-zum-verbrechen-wird-hongkong-erlebt-genau-das-ld.10018914
2026-08-25_meinung_trade-unions-demand-13th-pension-fund-annuity_ld10020531,10020531,2026-08-25,Meinung,Kommentar,Albert Steck,616,Trade unions demand a 13th pension fund annuity: That’s a crazy idea,https://www.nzz.ch/meinung/die-gewerkschaften-verlangen-eine-13-pensionskassenrente-das-ist-eine-schnapsidee-ld.10020531
2026-08-25_mobilitaet_shock-9-11-made-flying-safer_ld10019389,10019389,2026-08-25,Mobilität,,Andreas Spaeth,1131,How the shock of 9/11 made flying safer,https://www.nzz.ch/mobilitaet/wie-der-schock-von-911-das-fliegen-sicherer-gemacht-hat-ld.10019389
2026-08-25_mobilitaet_tesla-pushing-into-robotaxis-market-cybercabs-have_ld10020472,10020472,2026-08-25,Mobilität,,"Marie-Astrid Langer, San Francisco",1393,Tesla is pushing into the robotaxis market: with cybercabs that have no steering wheel or pedals,https://www.nzz.ch/mobilitaet/tesla-draengt-auf-den-markt-fuer-robotaxis-mit-cybercabs-ohne-lenkrad-und-pedale-ld.10020472
2026-08-25_schweiz_strategy-against-russia-poland-making-people-more_ld10020371,10020371,2026-08-25,Schweiz,,Selina Berner,788,Strategy against Russia: How Poland is making its people more resilient – ​​and what Switzerland can learn from it,https://www.nzz.ch/schweiz/polens-strategie-gegen-russland-wie-ein-ganzes-volk-wehrhaft-werden-soll-und-was-die-schweiz-daraus-lernen-kann-ld.10020371
2026-08-25_meinung_island-peace-prosperity-what-has-made-singapore_ld10016528,10016528,2026-08-25,Meinung,Kommentar,Wolfgang Sachsenröder,1364,An island of peace and prosperity – what has made Singapore possible?,https://www.nzz.ch/meinung/eine-insel-von-frieden-und-wohlstand-was-hat-singapur-moeglich-gemacht-ld.10016528
2026-08-25_meinung_hammer-sickle-sunneli-abused-peace-dove_ld10020760,10020760,2026-08-25,Meinung,Kommentar,Christina Neuhaus,570,"Hammer, Sickle, Sünneli – The Abused Peace Dove",https://www.nzz.ch/meinung/hammer-sichel-suenneli-die-missbrauchte-friedenstaube-ld.10020760
2026-08-25_meinung_kunsthaus-more-cost-consciousness-less-room-closing_ld10020278,10020278,2026-08-25,Meinung,Kommentar,Isabel Heusser,1306,"Kunsthaus: more cost-consciousness, less room-closing threats – city support still needed",https://www.nzz.ch/meinung/kunsthaus-subventionen-in-zuerich-das-museum-muss-kostenbewusster-denken-ld.10020278
2026-08-25_schweiz_first-fmh-data-tax-point-cap-only_ld10020851,10020851,2026-08-25,Schweiz,,Isabelle Wachter,649,First FMH data on tax point cap: only 7% of doctors affected,https://www.nzz.ch/schweiz/erste-daten-der-fmh-zu-taxpunkt-deckel-nur-7-prozent-der-aerzte-sind-betroffen-ld.10020851
2026-08-25_panorama_fire-u-s-state-nevada-destroys-dozen_ld10020889,10020889,2026-08-25,Panorama,,,192,Fire in U.S. state of Nevada destroys a dozen homes,https://www.nzz.ch/panorama/ein-brand-im-amerikanischen-gliedstaat-nevada-hat-ein-dutzend-haeuser-zerstoert-ld.10020889
2026-08-25_panorama_swiss-aircraft-makes-emergency-landing-azores-due_ld10020892,10020892,2026-08-25,Panorama,,,300,Swiss aircraft makes emergency landing in Azores due to chemical smell,https://www.nzz.ch/panorama/ein-flugzeug-der-swiss-setzt-ueber-dem-atlantik-einen-notruf-ab-radardaten-zeigen-ein-landemanoever-ueber-den-azoren-ld.10020892
2026-09-02_schweiz_switzerland-laurent-favre-joins-srg-board-directors_ld10020886,10020886,2026-09-02,Schweiz,Kurzmeldungen,,941,Switzerland: Laurent Favre joins SRG Board of Directors,https://www.nzz.ch/schweiz/schweiz-die-neusten-meldungen-ld.10020886
2026-08-25_shorts_tornado-devastates-village-southern-france_ld10020893,10020893,2026-08-25,NZZ Shorts,Video,,29,Tornado devastates a village in southern France,https://www.nzz.ch/shorts/tornado-verwuestet-dorf-in-suedfrankreich-ld.10020893
2026-08-25_panorama_glacier-break-off-threatens-weisshorn-valais-municipality_ld10020894,10020894,2026-08-25,Panorama,,,366,Glacier break-off threatens Weisshorn in Valais municipality of Randa,https://www.nzz.ch/panorama/in-der-walliser-gemeinde-randa-droht-ein-gletscherabbruch-am-weisshorn-ld.10020894
2026-08-25_international_they-devour-everything-turn-dry-stone-walls_ld10020832,10020832,2026-08-25,International,,"Luzi Bernet, Naples",744,They devour everything and turn dry-stone walls into scree slopes: Goat plague on Capri,https://www.nzz.ch/international/ein-staatsanwalt-ein-starregisseur-und-90-ziegen-sommergeschichte-aus-capri-ld.10020832
2026-08-25_sport-weitere-sportarten_basketball-player-sophie-cunningham-nobody-becomes-overnight_ld10020859,10020859,2026-08-25,Sport,,Nicola Berger,916,"Basketball player Sophie Cunningham, a nobody, becomes an overnight star for the American right through anti-trans rhetoric",https://www.nzz.ch/sport/weitere-sportarten/kulturkampf-in-der-wnba-sophie-cunningham-und-die-debatte-um-trans-athleten-ld.10020859
2026-08-25_international_osman-kavala-case-human-rights-court-condemns_ld10020940,10020940,2026-08-25,International,,,442,Osman Kavala case: Human Rights Court condemns Turkey,https://www.nzz.ch/international/fall-osman-kavala-menschenrechtsgericht-verurteilt-tuerkei-ld.10020940
2026-08-25_deutschland-politik_german-government-cabinet-retreat-economy-demands-schroderize_ld10020827,10020827,2026-08-25,Startseite (Deutschland),,"Eric Matt, Berlin",825,German government cabinet retreat – economy demands «Schröderize» courage,https://www.nzz.ch/deutschland/politik/deutschlands-regierung-trifft-sich-zur-kabinettsklausur-und-die-wirtschaft-fordert-mut-zum-schroedern-ld.10020827
2026-08-25_international_israel-s-bombing-syria-targeting-turkey_ld10020882,10020882,2026-08-25,International,,"Johannes C. Bockenheimer, Tel Aviv",1038,"Israel's bombing of Syria, targeting Turkey",https://www.nzz.ch/international/israel-bombardiert-syrien-und-zielt-auf-die-tuerkei-ld.10020882
2026-08-25_panorama_joyriding-when-risky-driving-becomes-deadly-social_ld10020901,10020901,2026-08-25,Panorama,,Kevin Weber,920,Joyriding: When risky driving becomes a deadly social media trend,https://www.nzz.ch/panorama/joyriding-wenn-riskantes-fahren-zum-toedlichen-social-media-trend-wird-ld.10020901
2026-08-25_zuerich_man-rages-cocaine-frenzy-baur-au-lac_ld10020913,10020913,2026-08-25,Zürich,,Michael von Ledebur,889,"A man rages in a cocaine frenzy at the «Baur au Lac» and «Storchen» hotels – and causes 167,000 Swiss francs in damage",https://www.nzz.ch/zuerich/mann-verwuestet-zimmer-in-zuercher-luxushotels-mehr-als-150-000-franken-schaden-ld.10020913
2026-08-25_sport-fussball_ayyoub-bouaddi-mathematician-among-midfield-playmakers-can_ld10020922,10020922,2026-08-25,Sport,,"Stefan Osterhaus, Berlin",742,Ayyoub Bouaddi is the mathematician among the midfield playmakers – can he replace Spaniard Rodri at Manchester City?,https://www.nzz.ch/sport/fussball/ayyoub-bouaddi-ist-der-mathematiker-unter-den-lenkern-im-mittelfeld-kann-er-bei-manchester-city-den-spanier-rodri-ersetzen-ld.10020922
2026-08-25_wirtschaft_chip-giant-center-ai-boom-nvidia-once_ld10020939,10020939,2026-08-25,Wirtschaft,,Eflamm Mordrelle,693,The chip giant at the center of the AI ​​boom: Nvidia is once again making the stock markets nervous,https://www.nzz.ch/wirtschaft/der-chip-gigant-im-zentrum-des-ki-booms-einmal-mehr-macht-nvidia-die-boersen-nervoes-ld.10020939
2026-08-25_deutschland-politik_former-german-foreign-minister-baerbock-gets-job_ld10020923,10020923,2026-08-25,Startseite (Deutschland),,"Sebastian Lange, Berlin",558,Former German Foreign Minister Baerbock gets a job at a prestigious US university – and is ridiculed for it,https://www.nzz.ch/deutschland/politik/die-fruehere-deutsche-aussenministerin-baerbock-erhaelt-einen-job-an-einer-renommierten-us-universitaet-und-erntet-dafuer-spott-ld.10020923
2026-08-25_international_washington-s-increased-pressure-tehran-unimpressed_ld10020976,10020976,2026-08-25,International,,Anne Allmeling,785,Washington's increased pressure – Tehran unimpressed,https://www.nzz.ch/international/iran-reagiert-auf-neue-us-sanktionen-mit-widerstand-und-drohungen-ld.10020976
2026-08-25_meinung_out-touch-legislation-too-often-eu-forgets_ld10020932,10020932,2026-08-25,Meinung,Kommentar,"Daniel Imwinkelried, Brussels",602,"Out-of-touch legislation: Too often, the EU forgets Switzerland and other third countries",https://www.nzz.ch/meinung/weltfremde-gesetzgebung-zu-oft-hat-die-eu-juengst-die-schweiz-und-andere-drittstaaten-vergessen-ld.10020932
2026-08-25_der-andere-blick_german-reform-fatigue-narrative-federal-government_ld10020899,10020899,2026-08-25,Der andere Blick,Der andere Blick,"Susann Kreutzmann, Berlin",836,German reform fatigue is a narrative of the Federal Government,https://www.nzz.ch/der-andere-blick/die-reformmuedigkeit-der-deutschen-ist-eine-erzaehlung-der-bundesregierung-es-fehlt-das-vertrauen-in-die-politik-ld.10020899
2026-08-25_schweiz_ai-omnipresent-schools-but-uncontrolled-achieves-nothing_ld10020950,10020950,2026-08-25,Schweiz,,Sebastian Briellmann,698,"AI omnipresent in schools, but uncontrolled: «That achieves nothing, it’s even counterproductive,» says education researcher Stefan Wolter",https://www.nzz.ch/schweiz/ki-ist-an-schulen-omnipraesent-aber-voellig-unkontrolliert-das-bringt-nichts-ist-sogar-kontraproduktiv-sagt-der-bildungsforscher-stefan-wolter-ld.10020950
2026-08-25_schweiz_must-municipal-president-foresee-natural-disaster-trial_ld10020926,10020926,2026-08-25,Schweiz,,Samuel Tanner,1216,Must a municipal president foresee a natural disaster? A trial on alpine risk,https://www.nzz.ch/schweiz/muss-eine-gemeindepraesidentin-eine-naturkatastrophe-vorhersehen-ein-prozess-ueber-das-risiko-in-den-alpen-ld.10020926
2026-08-27_zuerich_zurich-maintains-fire-ban-neighboring-cantons-bolder_ld10021014,10021014,2026-08-27,Zürich,,Marius Huber,627,"Zurich maintains fire ban: Neighboring cantons bolder, despite less rain there",https://www.nzz.ch/zuerich/zuerich-wartet-zu-mit-dem-ende-des-feuerverbots-die-nachbarkantone-sind-da-forscher-obwohl-es-dort-nicht-mehr-geregnet-hat-ld.10021014
2026-08-25_meinung_trumps-sanctions-strategy-against-iran-has-loopholes_ld10020941,10020941,2026-08-25,Meinung,Kommentar,Christian Weisflog,759,Trump’s sanctions strategy against Iran has loopholes – and China is not the only one,https://www.nzz.ch/meinung/trumps-sanktionsstrategie-gegen-iran-hat-luecken-china-ist-nicht-die-einzige-ld.10020941
2026-08-25_schweiz_new-proposal-defense-budget-taxes-should-be_ld10021035,10021035,2026-08-25,Schweiz,,"Fabian Schäfer, Bern",666,"New proposal for the defense budget: Taxes should be increased less sharply, but for a longer period",https://www.nzz.ch/schweiz/neuer-vorschlag-fuer-das-ruestungsbudget-die-steuern-sollen-weniger-stark-erhoeht-werden-dafuer-laenger-ld.10021035
2026-08-25_feuilleton_glitter-eternity-country-singer-dolly-parton-has_ld10021046,10021046,2026-08-25,Feuilleton,,Jonathan Fischer,1155,Glitter for eternity: Country singer Dolly Parton has died. An obituary,https://www.nzz.ch/feuilleton/die-us-country-saengerin-dolly-parton-ist-gestorben-sie-wurde-80-jahre-alt-ld.10021046
2026-08-25_feuilleton_songs-all-time-six-greatest-songs-dolly_ld10021051,10021051,2026-08-25,Feuilleton,,"Ivo Mijnssen, Inna Hartwich, Lisa Aeschlimann",937,Songs for all time: The six greatest songs by Dolly Parton,https://www.nzz.ch/feuilleton/lieder-fuer-die-ewigkeit-die-sechs-groessten-songs-von-dolly-parton-ld.10021051
2026-08-25_fotografie_70-years-bravo-journey-through-time-pictures_ld10020605,10020605,2026-08-25,Fotografie,Bildstrecke,Martin Berz,265,70 years of Bravo – a journey through time in pictures,https://www.nzz.ch/fotografie/die-bravo-wird-70-erinnerungen-in-bildern-ld.10020605
