snapshot_utc,position,document_id,in_this_day_set,section,headline,file
2026-09-02 05:54,12,10021247,no,Panorama,Sturzflut von Nepal: Zahl der Todesopfer steigt auf über 1200 +++ Noch immer 600 Arbeiter von Wasserkraftwerken vermisst,
2026-09-02 05:54,13,10021882,yes,Feuilleton,When the Union Jack becomes a «security risk»: a flag culture war rages in Great Britain,2026-09-02_feuilleton_when-union-jack-becomes-security-risk-flag_ld10021882
2026-09-02 05:54,14,10021118,yes,Sport,Women who fight still provoke – even now: Einsiedeln hosts first international tournament for female wrestlers,2026-09-02_sport-weitere-sportarten_women-who-fight-still-provoke-even-now_ld10021118
2026-09-02 05:54,15,10021912,yes,Zürich,The City of Zurich gets serious about business apartments and accepts complaints,2026-09-02_zuerich_city-zurich-gets-serious-about-business-apartments_ld10021912
2026-09-02 05:54,16,10021892,yes,Podcast,The traumas of 9/11: Veterans recount how the wars in Afghanistan and Iraq continue to have an impact today,2026-09-02_podcast-akzent_traumas-9-11-veterans-recount-wars-afghanistan_ld10021892
2026-09-02 05:54,17,10021854,yes,International,Everything revolves around Xi: SCO summit in Bishkek reveals the growing influence of China's president,2026-09-02_international_everything-revolves-around-xi-sco-summit-bishkek_ld10021854
2026-09-02 05:54,18,10021678,yes,Wirtschaft,Switzerland is a magnet for multinational corporations: Their dissatisfaction with the location is growing,2026-09-02_wirtschaft_switzerland-magnet-multinational-corporations-their-dissatisfaction-location_ld10021678
2026-09-02 05:54,19,10017749,yes,Pro,Trump's plan for Europe's nationalists has not worked,2026-09-02_pro_trump-s-plan-europe-s-nationalists-has_ld10017749
2026-09-02 05:54,20,10021740,no,Meinung,Trumps Griff nach Venezuelas Erdölschätzen bleibt ein Papiertiger,
2026-09-02 05:54,21,10021297,no,Wissenschaft,Bis 2027 will Russland eine Alternative zu Starlink in Betrieb nehmen. Der Start ist holprig,
2026-09-02 05:54,22,10020537,no,Visuals,"Heiss, trocken, tödlich und teuer: Der Hitzesommer 2026 in Grafiken",
2026-09-02 05:54,23,10021434,no,,,
2026-09-02 05:54,24,10017128,no,,,
2026-09-02 05:54,25,10021930,no,Schweiz,Interne Dokumente aus dem Bundesrat zeigen: Ein zweites Flugabwehrsystem wäre auch mit Mehrwertsteuererhöhung kaum finanzierbar,
2026-09-02 05:54,26,10020924,yes,Startseite (Deutschland),The five most important decisions in Saxony-Anhalt: what you need to know before election night,2026-09-02_deutschland-politik_five-most-important-decisions-saxony-anhalt-what_ld10020924
2026-09-02 05:54,27,10020717,no,Startseite (Deutschland),"Früher verkaufte er Düfte, heute das Programm der AfD: der Triumphzug des Ulrich Siegmund",
2026-09-02 05:54,28,10020783,no,Wirtschaft,Umbruch bei VW: Konzern plant laut Medienbericht das Aus an vier deutschen Standorten,
2026-09-02 05:54,29,10021943,no,Schweiz,Fall Crans-Montana: Eine Walliser Staatsanwältin geht – nachdem sie in einem anderen Verfahren in den Ausstand hat treten müssen,
2026-09-02 05:54,30,10022018,yes,Sport,"Belinda Bencic's «total breakdown»: Frustrated, she hits a ball into the crowd, then is eliminated",2026-09-02_sport-tennis_belinda-bencic-s-total-breakdown-frustrated-she_ld10022018
2026-09-02 05:54,31,10021511,no,Pro,"Hilft der Schweiz die Neutralität noch – und wenn ja, was für eine?",
2026-09-02 05:54,32,10021914,no,Feuilleton,Nach Protesten: Das Met sagt die Ausstellung mit John Galliano ab,
2026-09-02 05:54,33,10020754,no,Wirtschaft,"Die Zahnbürste kann jetzt auch filmen: Der Staubsauger-Guru James Dyson schickt sich an, den Mund zu erobern",
2026-09-02 05:54,34,10021867,no,Panorama,Benzinrückstände im Trinkwasser: Der Kanton Aargau legt mit den Gemeinden einen Überwachungsplan vor,
2026-09-02 05:54,35,10019989,no,Wissenschaft,Mensch wie Gorilla kleben allzu leicht am Handy. Der Unterschied? Wir können uns selbst überlisten,
2026-09-02 05:54,36,10020977,no,Feuilleton,"Sweet Dreams, Baby! Roy Lichtenstein, der grosse Pop- und Comickünstler, im Kunstmuseum Basel",
2026-09-02 05:54,37,110998,no,,,
2026-09-02 05:54,38,10019339,no,,,
2026-09-02 05:54,39,10005232,no,,,
2026-09-02 05:54,40,10003999,no,,,
2026-09-02 05:54,41,10013926,no,,,
2026-09-02 05:54,42,10020745,no,,,
2026-09-02 05:54,43,10020749,no,,,
2026-09-02 05:54,44,10018102,no,,,
2026-09-02 05:54,45,10018712,no,,,
2026-09-02 05:54,46,10021687,no,,,
2026-09-02 05:54,47,10021672,no,Zürich,"Säurebäder, Waffenlager und ein Mafia-Pate: Ein Aargauer Gartenbauer soll der Schweizer Statthalter eines ’Ndrangheta-Clans sein",
2026-09-02 05:54,48,10019669,no,,,
2026-09-02 05:54,49,10021869,no,Zürich,"1200 oberirdische Parkplätze beim Zoo Zürich sollen weg, und die Autofahrten sollen beschränkt werden",
2026-09-02 05:54,50,10021908,no,Startseite (Deutschland),«Aggression gegenüber Europa»: Deutschland gibt Russland die Schuld an dem versuchten Drohnenanschlag in Leipzig und schliesst das Generalkonsulat,
2026-09-02 05:54,51,10020308,no,Meinung,Die Einnahmen des Bundes sprudeln. Für die Armee soll trotzdem die Mehrwertsteuer steigen,
2026-09-02 05:54,52,10021746,no,,,
2026-09-02 05:54,53,10021774,no,,,
2026-09-02 05:54,54,10021887,yes,International,Iranian videos call for the assassination of Barron Trump – what's behind it?,2026-09-02_international_iranian-videos-call-assassination-barron-trump-what_ld10021887
2026-09-02 05:54,55,1856621,no,,,
2026-09-02 05:54,56,10021877,no,International,"Der jüdische Zionist, der für die arabischen Muslime antritt: So gefährlich ist die neue politische Allianz in Israel für Netanyahu",
2026-09-02 05:54,57,10021430,yes,Wirtschaft,Europe's new protectionism threatens Swiss automotive suppliers – will China be the one to benefit?,2026-09-02_wirtschaft_europe-s-new-protectionism-threatens-swiss-automotive_ld10021430
2026-09-02 05:54,58,10020450,no,,,
2026-09-02 05:54,59,10021884,no,Wirtschaft,Bei Türschlössern können die Schweizer von Schweden lernen,
2026-09-02 05:54,60,10020291,no,,,
2026-09-02 05:54,61,10020133,no,,,
2026-09-02 05:54,62,10019641,no,,,
2026-09-02 05:54,63,10021955,no,Schweiz,Defizite beim Schreiben und Rechnen: Jeder fünfte Betrieb will weniger Lehrlinge einstellen,
2026-09-02 05:54,64,10021632,no,Schweiz,"«Es ist nicht nachvollziehbar, wenn es für die Abstimmung über Kuhhörner eine höhere Hürde braucht als für die EU-Verträge», sagt der Präsident des Gewerbeverbands",
2026-09-02 05:54,65,10021730,no,Schweiz,Der Ständerat will die Mammutdebatte über die neuen EU-Abkommen in drei Tagen abschliessen,
2026-09-02 05:54,66,10019521,yes,Zürich,"Tenant runs lucrative subletting business, leading to conviction",2026-09-02_zuerich_tenant-runs-lucrative-subletting-business-leading-conviction_ld10019521
2026-09-02 05:54,67,10021326,yes,Zürich,"«If a young chef is hyped up by Gault-Millau, starts with 15 points and charges 300 Swiss francs for the menu, people get skeptical,» says top chef Didi Bruna",2026-09-02_zuerich_if-young-chef-hyped-up-gault-millau_ld10021326
2026-09-02 05:54,68,10021862,no,Sport,Der neue starke Mann im Schweizerischen Fussballverband hört erst einmal zu – doch auf Marinko Jurendic warten heikle Entscheidungen,
2026-09-02 05:54,69,10021813,no,,,
2026-09-02 05:54,70,10021847,no,Sport,"Am US Open nimmt Stan Wawrinka Abschied von den Major-Turnieren: «Ich werde es wirklich vermissen», sagt er mit brüchiger Stimme",
2026-09-02 05:54,71,10021866,yes,Feuilleton,Lucerne Festival: Away with convention! Or maybe not?,2026-09-02_feuilleton-musik_lucerne-festival-away-convention-or-maybe-not_ld10021866
2026-09-02 05:54,72,10021802,yes,Feuilleton,"The Authorities in Music: The Work, the Conductor, and I",2026-09-02_feuilleton-musik_authorities-music-work-conductor-i_ld10021802
2026-09-02 05:54,73,10021691,yes,Feuilleton,"The Roman Empire is under pressure, a slave rules the Parthians, and in Palestine Jesus preaches about the end of time: Around the year zero, the world began to falter",2026-09-02_feuilleton_roman-empire-under-pressure-slave-rules-parthians_ld10021691
2026-09-02 05:54,74,10013927,yes,Wissenschaft,Pesticides in bread: It’s normal – but is it bad?,2026-09-02_wissenschaft_pesticides-bread-normal-but-it-bad_ld10013927
2026-09-02 05:54,75,10018897,no,,,
2026-09-02 05:54,76,10007509,no,,,
2026-09-02 05:54,77,1935081,no,,,
2026-09-02 05:54,78,1935123,no,,,
2026-09-02 05:54,79,1893826,no,,,
2026-09-02 05:54,80,1871994,no,,,
2026-09-02 05:54,81,1882762,no,,,
2026-09-02 05:54,82,1421453,no,,,
2026-09-02 08:55,1,148422,no,,,
2026-09-02 08:55,2,10020787,yes,Wirtschaft,"«I understand the concerns about Swiss, but sometimes they seem to me like phantom pains»",2026-09-02_wirtschaft_i-understand-concerns-about-swiss-but-sometimes_ld10020787
2026-09-02 08:55,3,10021887,yes,International,Iranian videos call for the assassination of Barron Trump – what's behind it?,2026-09-02_international_iranian-videos-call-assassination-barron-trump-what_ld10021887
2026-09-02 08:55,4,10021246,no,International,Iran-Krieg: Zwei Öltanker fahren in Strasse von Hormuz auf Seeminen +++ USA beenden Angriffswelle gegen Ziele in Iran,
2026-09-02 08:55,5,10021904,yes,Der andere Blick,Germany reacts prudently to Russia’s aggression,2026-09-02_der-andere-blick_germany-reacts-prudently-russias-aggression_ld10021904
2026-09-02 08:55,6,10021936,no,Startseite (Deutschland),Anschlag auf den Leipziger Flughafen: Kreml will diplomatische Beziehungen zu Berlin erhalten +++ Goethe-Institut in Russland wird laut russischem Aussenminister geschlossen,
2026-09-02 08:55,7,10021430,yes,Wirtschaft,Europe's new protectionism threatens Swiss automotive suppliers – will China be the one to benefit?,2026-09-02_wirtschaft_europe-s-new-protectionism-threatens-swiss-automotive_ld10021430
2026-09-02 08:55,8,10021870,yes,Feuilleton,"«Ragebait,» «Crashout,» «Peak»: Emotions run high in the selection for Youth Word 2026",2026-09-02_feuilleton-zeitgeschehen_ragebait-crashout-peak-emotions-run-high-selection_ld10021870
2026-09-02 08:55,9,10020200,yes,Pro,«I believe that Putin is increasingly detached from reality»,2026-09-02_pro_i-believe-putin-increasingly-detached-reality_ld10020200
2026-09-02 08:55,10,10021245,no,International,Krieg in der Ukraine: Norwegen beschlagnahmt russisches Schiff in Arktis +++ Selenski warnt vor Flügen über Russland,
2026-09-02 08:55,11,10021760,yes,International,"Trapped in dystopia: More than a month after the onslaught on Ceuta, the violence is escalating",2026-09-02_international_trapped-dystopia-more-than-month-after-onslaught_ld10021760
2026-09-02 08:55,12,10015567,yes,International,"After the dolphin show, drones arrive: How Kharkiv tries to forget the war for a few hours",2026-09-02_international_after-dolphin-show-drones-arrive-kharkiv-tries_ld10015567
2026-09-02 08:55,13,10021247,no,Panorama,Sturzflut von Nepal: Zahl der Todesopfer steigt auf über 1200 +++ Noch immer 600 Arbeiter von Wasserkraftwerken vermisst,
2026-09-02 08:55,14,10021882,yes,Feuilleton,When the Union Jack becomes a «security risk»: a flag culture war rages in Great Britain,2026-09-02_feuilleton_when-union-jack-becomes-security-risk-flag_ld10021882
2026-09-02 08:55,15,10021912,yes,Zürich,The City of Zurich gets serious about business apartments and accepts complaints,2026-09-02_zuerich_city-zurich-gets-serious-about-business-apartments_ld10021912
2026-09-02 08:55,16,10019521,yes,Zürich,"Tenant runs lucrative subletting business, leading to conviction",2026-09-02_zuerich_tenant-runs-lucrative-subletting-business-leading-conviction_ld10019521
2026-09-02 08:55,17,10021118,yes,Sport,Women who fight still provoke – even now: Einsiedeln hosts first international tournament for female wrestlers,2026-09-02_sport-weitere-sportarten_women-who-fight-still-provoke-even-now_ld10021118
2026-09-02 08:55,18,10021854,yes,International,Everything revolves around Xi: SCO summit in Bishkek reveals the growing influence of China's president,2026-09-02_international_everything-revolves-around-xi-sco-summit-bishkek_ld10021854
2026-09-02 08:55,19,10021678,yes,Wirtschaft,Switzerland is a magnet for multinational corporations: Their dissatisfaction with the location is growing,2026-09-02_wirtschaft_switzerland-magnet-multinational-corporations-their-dissatisfaction-location_ld10021678
2026-09-02 08:55,20,10017749,yes,Pro,Trump's plan for Europe's nationalists has not worked,2026-09-02_pro_trump-s-plan-europe-s-nationalists-has_ld10017749
2026-09-02 08:55,21,10021770,no,International,"Hohe Kosten, begrenzter Erfolg: Amerika zieht nach sechs Monaten Iran-Krieg Bilanz",
2026-09-02 08:55,22,10021511,no,Pro,"Hilft der Schweiz die Neutralität noch – und wenn ja, was für eine?",
2026-09-02 08:55,23,10021740,no,Meinung,Trumps Griff nach Venezuelas Erdölschätzen bleibt ein Papiertiger,
2026-09-02 08:55,24,10021297,no,Wissenschaft,Bis 2027 will Russland eine Alternative zu Starlink in Betrieb nehmen. Der Start ist holprig,
2026-09-02 08:55,25,10020537,no,Visuals,"Heiss, trocken, tödlich und teuer: Der Hitzesommer 2026 in Grafiken",
2026-09-02 08:55,26,10021930,no,Schweiz,Interne Dokumente aus dem Bundesrat zeigen: Ein zweites Flugabwehrsystem wäre auch mit Mehrwertsteuererhöhung kaum finanzierbar,
2026-09-02 08:55,27,10020924,yes,Startseite (Deutschland),The five most important decisions in Saxony-Anhalt: what you need to know before election night,2026-09-02_deutschland-politik_five-most-important-decisions-saxony-anhalt-what_ld10020924
2026-09-02 08:55,28,10020717,no,Startseite (Deutschland),"Früher verkaufte er Düfte, heute das Programm der AfD: der Triumphzug des Ulrich Siegmund",
2026-09-02 08:55,29,10021310,yes,Meinung,Freedom Does Not End with Admission to a Nursing Home: Assisted Dying Possible There,2026-09-02_meinung_freedom-does-not-end-admission-nursing-home_ld10021310
2026-09-02 08:55,30,10020946,no,,,
2026-09-02 08:55,31,10021963,yes,Podcast,China's silent war for Taiwan has long begun,2026-09-02_podcast_china-s-silent-war-taiwan-has-long_ld10021963
2026-09-02 08:55,32,10017624,no,,,
2026-09-02 08:55,33,10022018,yes,Sport,"Belinda Bencic's «total breakdown»: Frustrated, she hits a ball into the crowd, then is eliminated",2026-09-02_sport-tennis_belinda-bencic-s-total-breakdown-frustrated-she_ld10022018
2026-09-02 08:55,34,10020527,no,,,
2026-09-02 08:55,35,10021914,no,Feuilleton,Nach Protesten: Das Met sagt die Ausstellung mit John Galliano ab,
2026-09-02 08:55,36,10013927,yes,Wissenschaft,Pesticides in bread: It’s normal – but is it bad?,2026-09-02_wissenschaft_pesticides-bread-normal-but-it-bad_ld10013927
2026-09-02 08:55,37,10019989,no,Wissenschaft,Mensch wie Gorilla kleben allzu leicht am Handy. Der Unterschied? Wir können uns selbst überlisten,
2026-09-02 08:55,38,10021866,yes,Feuilleton,Lucerne Festival: Away with convention! Or maybe not?,2026-09-02_feuilleton-musik_lucerne-festival-away-convention-or-maybe-not_ld10021866
2026-09-02 08:55,39,110998,no,,,
2026-09-02 08:55,40,10019339,no,,,
2026-09-02 08:55,41,10005232,no,,,
2026-09-02 08:55,42,10003999,no,,,
2026-09-02 08:55,43,10013926,no,,,
2026-09-02 08:55,44,10020745,no,,,
2026-09-02 08:55,45,10020749,no,,,
2026-09-02 08:55,46,10018102,no,,,
2026-09-02 08:55,47,10018712,no,,,
2026-09-02 08:55,48,10021687,no,,,
2026-09-02 08:55,49,10021672,no,Zürich,"Säurebäder, Waffenlager und ein Mafia-Pate: Ein Aargauer Gartenbauer soll der Schweizer Statthalter eines ’Ndrangheta-Clans sein",
2026-09-02 08:55,50,10019669,no,,,
2026-09-02 08:55,51,10020754,no,Wirtschaft,"Die Zahnbürste kann jetzt auch filmen: Der Staubsauger-Guru James Dyson schickt sich an, den Mund zu erobern",
2026-09-02 08:55,52,10021869,no,Zürich,"1200 oberirdische Parkplätze beim Zoo Zürich sollen weg, und die Autofahrten sollen beschränkt werden",
2026-09-02 08:55,53,10021943,no,Schweiz,Fall Crans-Montana: Eine Walliser Staatsanwältin geht – nachdem sie in einem anderen Verfahren in den Ausstand hat treten müssen,
2026-09-02 08:55,54,10020308,no,Meinung,Die Einnahmen des Bundes sprudeln. Für die Armee soll trotzdem die Mehrwertsteuer steigen,
2026-09-02 08:55,55,10021746,no,,,
2026-09-02 08:55,56,10021774,no,,,
2026-09-02 08:55,57,1856621,no,,,
2026-09-02 08:55,58,10021877,no,International,"Der jüdische Zionist, der für die arabischen Muslime antritt: So gefährlich ist die neue politische Allianz in Israel für Netanyahu",
2026-09-02 08:55,59,1920307,no,,,
2026-09-02 08:55,60,10020783,no,Wirtschaft,Umbruch bei VW: Konzern plant laut Medienbericht das Aus an vier deutschen Standorten,
2026-09-02 08:55,61,10020450,no,,,
2026-09-02 08:55,62,10021884,no,Wirtschaft,Bei Türschlössern können die Schweizer von Schweden lernen,
2026-09-02 08:55,63,10021795,yes,Finanzen,Pension or Capital: How to Avoid Risks and Misadvice in Retirement,2026-09-02_finanzen_pension-or-capital-avoid-risks-misadvice-retirement_ld10021795
2026-09-02 08:55,64,10020291,no,,,
2026-09-02 08:55,65,10020133,no,,,
2026-09-02 08:55,66,10021955,no,Schweiz,Defizite beim Schreiben und Rechnen: Jeder fünfte Betrieb will weniger Lehrlinge einstellen,
2026-09-02 08:55,67,10021632,no,Schweiz,"«Es ist nicht nachvollziehbar, wenn es für die Abstimmung über Kuhhörner eine höhere Hürde braucht als für die EU-Verträge», sagt der Präsident des Gewerbeverbands",
2026-09-02 08:55,68,10021326,yes,Zürich,"«If a young chef is hyped up by Gault-Millau, starts with 15 points and charges 300 Swiss francs for the menu, people get skeptical,» says top chef Didi Bruna",2026-09-02_zuerich_if-young-chef-hyped-up-gault-millau_ld10021326
2026-09-02 08:55,69,10021461,no,Zürich,100 Schaukeltiere für kranke Kinder,
2026-09-02 08:55,70,10021862,no,Sport,Der neue starke Mann im Schweizerischen Fussballverband hört erst einmal zu – doch auf Marinko Jurendic warten heikle Entscheidungen,
2026-09-02 08:55,71,10021813,no,,,
2026-09-02 08:55,72,10021847,no,Sport,"Am US Open nimmt Stan Wawrinka Abschied von den Major-Turnieren: «Ich werde es wirklich vermissen», sagt er mit brüchiger Stimme",
2026-09-02 08:55,73,10021802,yes,Feuilleton,"The Authorities in Music: The Work, the Conductor, and I",2026-09-02_feuilleton-musik_authorities-music-work-conductor-i_ld10021802
2026-09-02 08:55,74,10021691,yes,Feuilleton,"The Roman Empire is under pressure, a slave rules the Parthians, and in Palestine Jesus preaches about the end of time: Around the year zero, the world began to falter",2026-09-02_feuilleton_roman-empire-under-pressure-slave-rules-parthians_ld10021691
2026-09-02 08:55,75,10019050,no,,,
2026-09-02 08:55,76,10007509,no,,,
2026-09-02 08:55,77,10018897,no,,,
2026-09-02 08:55,78,10020600,no,,,
2026-09-02 08:55,79,1935081,no,,,
2026-09-02 08:55,80,1935123,no,,,
2026-09-02 08:55,81,1893826,no,,,
2026-09-02 08:55,82,1871994,no,,,
2026-09-02 08:55,83,1882762,no,,,
2026-09-02 08:55,84,1421453,no,,,
2026-09-02 13:40,1,148422,no,,,
2026-09-02 13:40,2,10021643,no,,,
2026-09-02 13:40,3,10022027,yes,International,German-Russian relations at an all-time low: Putin speaks of a «grave mistake» after German sanctions,2026-09-02_international_german-russian-relations-all-time-low-putin_ld10022027
2026-09-02 13:40,4,10022026,yes,Meinung,"Germany protests, and the Russian Finance Minister parleys in the U.S.: This is not how sanctions work",2026-09-02_meinung_germany-protests-russian-finance-minister-parleys-u_ld10022026
2026-09-02 13:40,5,10018624,no,,,
2026-09-02 13:40,6,10021887,yes,International,Iranian videos call for the assassination of Barron Trump – what's behind it?,2026-09-02_international_iranian-videos-call-assassination-barron-trump-what_ld10021887
2026-09-02 13:40,7,10021246,no,International,Iran-Krieg: Zwei Öltanker fahren in Strasse von Hormuz auf Seeminen +++ USA beenden Angriffswelle gegen Ziele in Iran,
2026-09-02 13:40,8,10021938,yes,Sport,Zurich's Chiara Bättig wants to enter Formula 1: Will she be the woman who beats everyone?,2026-09-02_sport-formel-1_zurich-s-chiara-battig-wants-enter-formula_ld10021938
2026-09-02 13:40,9,10021691,yes,Feuilleton,"The Roman Empire is under pressure, a slave rules the Parthians, and in Palestine Jesus preaches about the end of time: Around the year zero, the world began to falter",2026-09-02_feuilleton_roman-empire-under-pressure-slave-rules-parthians_ld10021691
2026-09-02 13:40,10,10020910,yes,Meinung,"This summer's heat shows: As glaciers disappear, more dams needed",2026-09-02_meinung_summer-s-heat-shows-as-glaciers-disappear_ld10020910
2026-09-02 13:40,11,10021326,yes,Zürich,"«If a young chef is hyped up by Gault-Millau, starts with 15 points and charges 300 Swiss francs for the menu, people get skeptical,» says top chef Didi Bruna",2026-09-02_zuerich_if-young-chef-hyped-up-gault-millau_ld10021326
2026-09-02 13:40,12,10021678,yes,Wirtschaft,Switzerland is a magnet for multinational corporations: Their dissatisfaction with the location is growing,2026-09-02_wirtschaft_switzerland-magnet-multinational-corporations-their-dissatisfaction-location_ld10021678
2026-09-02 13:40,13,10021951,yes,Startseite (Deutschland),Could the federal government remove an AfD-led state government from power?,2026-09-02_deutschland-politik_could-federal-government-remove-afd-led-state_ld10021951
2026-09-02 13:40,14,10004255,no,,,
2026-09-02 13:40,15,10021864,yes,Meinung,"«Lex UBS»: Committee decision is a step in the right direction, but not yet a liberation",2026-09-02_meinung_lex-ubs-committee-decision-step-right-direction_ld10021864
2026-09-02 13:40,16,10022085,yes,International,Scandal engulfs Brazil's judicial elite shortly before presidential election,2026-09-02_international_scandal-engulfs-brazil-s-judicial-elite-shortly_ld10022085
2026-09-02 13:40,17,10017749,yes,Pro,Trump's plan for Europe's nationalists has not worked,2026-09-02_pro_trump-s-plan-europe-s-nationalists-has_ld10017749
2026-09-02 13:40,18,10021854,yes,International,Everything revolves around Xi: SCO summit in Bishkek reveals the growing influence of China's president,2026-09-02_international_everything-revolves-around-xi-sco-summit-bishkek_ld10021854
2026-09-02 13:40,19,10020200,yes,Pro,«I believe that Putin is increasingly detached from reality»,2026-09-02_pro_i-believe-putin-increasingly-detached-reality_ld10020200
2026-09-02 13:40,20,10021770,no,International,"Hohe Kosten, begrenzter Erfolg: Amerika zieht nach sechs Monaten Iran-Krieg Bilanz",
2026-09-02 13:40,21,10021511,no,Pro,"Hilft der Schweiz die Neutralität noch – und wenn ja, was für eine?",
2026-09-02 13:40,22,10021740,no,Meinung,Trumps Griff nach Venezuelas Erdölschätzen bleibt ein Papiertiger,
2026-09-02 13:40,23,10021297,no,Wissenschaft,Bis 2027 will Russland eine Alternative zu Starlink in Betrieb nehmen. Der Start ist holprig,
2026-09-02 13:40,24,10020537,no,Visuals,"Heiss, trocken, tödlich und teuer: Der Hitzesommer 2026 in Grafiken",
2026-09-02 13:40,25,10021434,no,,,
2026-09-02 13:40,26,10020787,yes,Wirtschaft,"«I understand the concerns about Swiss, but sometimes they seem to me like phantom pains»",2026-09-02_wirtschaft_i-understand-concerns-about-swiss-but-sometimes_ld10020787
2026-09-02 13:40,27,10021870,yes,Feuilleton,"«Ragebait,» «Crashout,» «Peak»: Emotions run high in the selection for Youth Word 2026",2026-09-02_feuilleton-zeitgeschehen_ragebait-crashout-peak-emotions-run-high-selection_ld10021870
2026-09-02 13:40,28,10020886,no,Schweiz,Schweiz: Laurent Favre wird neues Verwaltungsratsmitglied der SRG,
2026-09-02 13:40,29,10020450,no,,,
2026-09-02 13:40,30,10022023,yes,Feuilleton,Ron Wood leads his band at Zurich concert,2026-09-02_feuilleton-musik_ron-wood-leads-band-zurich-concert_ld10022023
2026-09-02 13:40,31,10022018,yes,Sport,"Belinda Bencic's «total breakdown»: Frustrated, she hits a ball into the crowd, then is eliminated",2026-09-02_sport-tennis_belinda-bencic-s-total-breakdown-frustrated-she_ld10022018
2026-09-02 13:40,32,10020527,no,,,
2026-09-02 13:40,33,10021914,no,Feuilleton,Nach Protesten: Das Met sagt die Ausstellung mit John Galliano ab,
2026-09-02 13:40,34,10013927,yes,Wissenschaft,Pesticides in bread: It’s normal – but is it bad?,2026-09-02_wissenschaft_pesticides-bread-normal-but-it-bad_ld10013927
2026-09-02 13:40,35,10019989,no,Wissenschaft,Mensch wie Gorilla kleben allzu leicht am Handy. Der Unterschied? Wir können uns selbst überlisten,
2026-09-02 13:40,36,10021866,yes,Feuilleton,Lucerne Festival: Away with convention! Or maybe not?,2026-09-02_feuilleton-musik_lucerne-festival-away-convention-or-maybe-not_ld10021866
2026-09-02 13:40,37,110998,no,,,
2026-09-02 13:40,38,10019339,no,,,
2026-09-02 13:40,39,10005232,no,,,
2026-09-02 13:40,40,10003999,no,,,
2026-09-02 13:40,41,10013926,no,,,
2026-09-02 13:40,42,10020745,no,,,
2026-09-02 13:40,43,10020749,no,,,
2026-09-02 13:40,44,10018102,no,,,
2026-09-02 13:40,45,10018712,no,,,
2026-09-02 13:40,46,10021687,no,,,
2026-09-02 13:40,47,10021672,no,Zürich,"Säurebäder, Waffenlager und ein Mafia-Pate: Ein Aargauer Gartenbauer soll der Schweizer Statthalter eines ’Ndrangheta-Clans sein",
2026-09-02 13:40,48,10021904,yes,Der andere Blick,Germany reacts prudently to Russia’s aggression,2026-09-02_der-andere-blick_germany-reacts-prudently-russias-aggression_ld10021904
2026-09-02 13:40,49,10020754,no,Wirtschaft,"Die Zahnbürste kann jetzt auch filmen: Der Staubsauger-Guru James Dyson schickt sich an, den Mund zu erobern",
2026-09-02 13:40,50,10019669,no,,,
2026-09-02 13:40,51,10021943,no,Schweiz,Fall Crans-Montana: Eine Walliser Staatsanwältin geht – nachdem sie in einem anderen Verfahren in den Ausstand hat treten müssen,
2026-09-02 13:40,52,10021746,no,,,
2026-09-02 13:40,53,10021774,no,,,
2026-09-02 13:40,54,10017128,no,,,
2026-09-02 13:40,55,10022025,yes,International,The Netanyahus Make Oct. 7 a Family Affair,2026-09-02_international_netanyahus-make-oct-7-family-affair_ld10022025
