file,document_id,published,section,genre,authors,words,headline_en,url
2026-09-02_international_everything-revolves-around-xi-sco-summit-bishkek_ld10021854,10021854,2026-09-02,International,,"Ulrich von Schwerin, Mumbai",1037,Everything revolves around Xi: SCO summit in Bishkek reveals the growing influence of China's president,https://www.nzz.ch/international/sco-gipfel-in-bischkek-zeigt-die-regionale-dominanz-von-chinas-praesidenten-xi-jinping-ld.10021854
2026-09-02_wirtschaft_europe-s-new-protectionism-threatens-swiss-automotive_ld10021430,10021430,2026-09-02,Wirtschaft,,Jürg Meier,1012,Europe's new protectionism threatens Swiss automotive suppliers – will China be the one to benefit?,https://www.nzz.ch/wirtschaft/europas-neuer-protektionismus-bedroht-schweizer-autozulieferer-ld.10021430
2026-09-02_international_after-dolphin-show-drones-arrive-kharkiv-tries_ld10015567,10015567,2026-09-02,International,,"Volker Pabst (text), Dominic Nahr (images), Kharkiv",1591,"After the dolphin show, drones arrive: How Kharkiv tries to forget the war for a few hours",https://www.nzz.ch/international/nach-der-delfin-show-fliegen-die-drohnen-an-wie-charkiw-versucht-den-kriegsalltag-fuer-einige-stunden-zu-vergessen-ld.10015567
2026-09-02_feuilleton_when-union-jack-becomes-security-risk-flag_ld10021882,10021882,2026-09-02,Feuilleton,,Marion Löhndorf,909,When the Union Jack becomes a «security risk»: a flag culture war rages in Great Britain,https://www.nzz.ch/feuilleton/wenn-der-union-jack-zum-sicherheitsrisiko-wird-in-grossbritannien-tobt-ein-kulturkampf-um-flaggen-ld.10021882
2026-09-02_meinung_afd-rise-analysis-ahead-state-elections-saxony_ld10021289,10021289,2026-09-02,Meinung,Gastkommentar,Eckhard Jesse,1264,"The AfD on the Rise – An Analysis Ahead of the State Elections in Saxony-Anhalt, Mecklenburg-Western Pomerania and Berlin",https://www.nzz.ch/meinung/die-afd-vor-dem-hoehenflug-eine-analyse-vor-den-landtagswahlen-in-sachsen-anhalt-mecklenburg-vorpommern-und-berlin-ld.10021289
2026-09-02_feuilleton-zeitgeschehen_ragebait-crashout-peak-emotions-run-high-selection_ld10021870,10021870,2026-09-02,Feuilleton,,Birgit Schmid,756,"«Ragebait,» «Crashout,» «Peak»: Emotions run high in the selection for Youth Word 2026",https://www.nzz.ch/feuilleton/zeitgeschehen/ragebait-crashout-peak-bei-der-auswahl-fuer-das-jugendwort-2026-geht-es-emotional-zu-und-her-ld.10021870
2026-09-02_der-andere-blick_germany-reacts-prudently-russias-aggression_ld10021904,10021904,2026-09-02,Der andere Blick,Der andere Blick,"Jonas Hermann, Berlin",602,Germany reacts prudently to Russia’s aggression,https://www.nzz.ch/der-andere-blick/attacke-in-leipzig-deutschland-reagiert-klug-auf-russlands-aggression-ld.10021904
2026-09-02_podcast_china-s-silent-war-taiwan-has-long_ld10021963,10021963,2026-09-02,Podcast,Podcast «NZZ Geopolitik»,David Vogel,235,China's silent war for Taiwan has long begun,https://www.nzz.ch/podcast/chinas-stiller-krieg-um-taiwan-hat-laengst-begonnen-ld.10021963
2026-09-02_podcast-akzent_traumas-9-11-veterans-recount-wars-afghanistan_ld10021892,10021892,2026-09-02,Podcast,Podcast «NZZ Akzent»,Nadine Landert,263,The traumas of 9/11: Veterans recount how the wars in Afghanistan and Iraq continue to have an impact today,https://www.nzz.ch/podcast/akzent/nach-911-die-vergessenen-veteranen-der-usa-ld.10021892
2026-09-02_pro_trump-s-plan-europe-s-nationalists-has_ld10017749,10017749,2026-09-02,Pro,,Andreas Ernst,1089,Trump's plan for Europe's nationalists has not worked,https://www.nzz.ch/pro/trump-und-europas-rechte-warum-die-allianz-kriselt-ld.10017749
2026-09-02_sport-weitere-sportarten_women-who-fight-still-provoke-even-now_ld10021118,10021118,2026-09-02,Sport,,"Brigitte Wenger (text), Anne Morgenstern (images), Einsiedeln",1571,Women who fight still provoke – even now: Einsiedeln hosts first international tournament for female wrestlers,https://www.nzz.ch/sport/weitere-sportarten/frauen-die-kaempfen-irritieren-noch-immer-erstmals-findet-in-einsiedeln-ein-internationales-turnier-nur-fuer-ringerinnen-statt-ld.10021118
2026-09-02_international_trapped-dystopia-more-than-month-after-onslaught_ld10021760,10021760,2026-09-02,International,,"Florian Haupt, Barcelona",1053,"Trapped in dystopia: More than a month after the onslaught on Ceuta, the violence is escalating",https://www.nzz.ch/international/gefangen-in-der-dystopie-ueber-einen-monat-nach-dem-ansturm-auf-ceuta-nimmt-die-gewalt-zu-ld.10021760
2026-09-02_pro_i-believe-putin-increasingly-detached-reality_ld10020200,10020200,2026-09-02,Pro,Interview,Marco Seliger,2114,«I believe that Putin is increasingly detached from reality»,https://www.nzz.ch/pro/matthias-uhl-warum-russlands-armee-schwaecher-ist-als-gedacht-ld.10020200
2026-09-02_meinung_lex-ubs-committee-decision-step-right-direction_ld10021864,10021864,2026-09-02,Meinung,Kommentar,Beatrice Bösiger,693,"«Lex UBS»: Committee decision is a step in the right direction, but not yet a liberation",https://www.nzz.ch/meinung/lex-ubs-der-kommissionsentscheid-ist-ein-schritt-in-die-richtige-richtung-aber-noch-kein-befreiungsschlag-ld.10021864
2026-09-02_wirtschaft_switzerland-magnet-multinational-corporations-their-dissatisfaction-location_ld10021678,10021678,2026-09-02,Wirtschaft,,Lorenz Honegger,1407,Switzerland is a magnet for multinational corporations: Their dissatisfaction with the location is growing,https://www.nzz.ch/wirtschaft/die-schweiz-ist-ein-magnet-fuer-multinationale-konzerne-doch-deren-unzufriedenheit-mit-dem-standort-waechst-ld.10021678
2026-09-02_meinung_summer-s-heat-shows-as-glaciers-disappear_ld10020910,10020910,2026-09-02,Meinung,Kommentar,"Matthias Venetz, Bern",1209,"This summer's heat shows: As glaciers disappear, more dams needed",https://www.nzz.ch/meinung/dieser-hitzesommer-zeigt-weil-die-gletscher-verschwinden-muessen-wir-mehr-staudaemme-bauen-ld.10020910
2026-09-02_panorama_explosion-augsburg-train-station-two-injured-closure_ld10022017,10022017,2026-09-02,Panorama,,,217,"Explosion at Augsburg train station – two injured, closure lifted",https://www.nzz.ch/panorama/ein-unbekannter-gegenstand-ist-am-bahnhof-augsburg-explodiert-mehrere-personen-wurden-leicht-verletzt-ld.10022017
2026-09-02_sport-tennis_belinda-bencic-s-total-breakdown-frustrated-she_ld10022018,10022018,2026-09-02,Sport,,Niels Bossert,620,"Belinda Bencic's «total breakdown»: Frustrated, she hits a ball into the crowd, then is eliminated",https://www.nzz.ch/sport/tennis/tennis-belinda-bencic-scheidet-am-us-open-in-der-ersten-runde-aus-ld.10022018
2026-09-02_deutschland-international_malfunction-occurs-substation-near-cologne-police-investigating_ld10022019,10022019,2026-09-02,Startseite (Deutschland),,,269,A malfunction occurs at a substation near Cologne – police are investigating for «anti-constitutional sabotage»,https://www.nzz.ch/deutschland/international/an-umspannwerk-nahe-koeln-kommt-es-zu-einer-stoerung-polizei-spricht-von-einer-vorsaetzlichen-tat-ld.10022019
2026-09-02_meinung_freedom-does-not-end-admission-nursing-home_ld10021310,10021310,2026-09-02,Meinung,Kommentar,Giorgio Scherrer,780,Freedom Does Not End with Admission to a Nursing Home: Assisted Dying Possible There,https://www.nzz.ch/meinung/sterbehilfe-im-altersheim-eine-frage-der-wuerde-abstimmung-in-zuerich-ld.10021310
2026-09-02_shorts_pilgrimage-route-explains-so-many-foreigners-affected_ld10022035,10022035,2026-09-02,NZZ Shorts,Video,"Oskar Kveton, Andreas Babst",48,This pilgrimage route explains why so many foreigners are affected by the flood disaster in Nepal,https://www.nzz.ch/shorts/diese-pilgerroute-erklaert-warum-bei-der-flutkatastrophe-in-nepal-so-viele-auslaender-betroffen-sind-ld.10022035
2026-09-02_finanzen_pension-or-capital-avoid-risks-misadvice-retirement_ld10021795,10021795,2026-09-02,Finanzen,,Michael Ferber,1115,Pension or Capital: How to Avoid Risks and Misadvice in Retirement,https://www.nzz.ch/finanzen/rente-oder-kapital-so-vermeiden-sie-fehlentscheidungen-bei-der-pensionierung-ld.10021795
2026-09-02_deutschland-politik_two-attacks-substations-within-hours-hand-grenade_ld10022029,10022029,2026-09-02,Startseite (Deutschland),,"Armin Arbeiter, Berlin",840,"Two attacks on substations within hours, hand grenade at train station: Germany’s critical infrastructure is vulnerable",https://www.nzz.ch/deutschland/politik/zwei-anschlaege-auf-umspannwerke-binnen-weniger-stunden-handgranate-am-bahnhof-deutschlands-kritische-infrastruktur-ist-verwundbar-ld.10022029
2026-09-02_international_german-russian-relations-all-time-low-putin_ld10022027,10022027,2026-09-02,International,,Volker Pabst,834,German-Russian relations at an all-time low: Putin speaks of a «grave mistake» after German sanctions,https://www.nzz.ch/international/deutsch-russische-beziehungen-am-tiefpunkt-putin-spricht-nach-deutschen-sanktionen-von-einem-schweren-fehler-ld.10022027
2026-09-02_international_tanker-tanker-trump-escalates-further-strait-hormuz_ld10022048,10022048,2026-09-02,International,,Christian Weisflog,776,«Tanker for Tanker»: Trump escalates further in the Strait of Hormuz,https://www.nzz.ch/international/tanker-fuer-tanker-trump-zuendet-in-der-strasse-von-hormuz-die-naechste-eskalationsstufe-ld.10022048
2026-09-02_feuilleton-musik_ron-wood-leads-band-zurich-concert_ld10022023,10022023,2026-09-02,Feuilleton,,Jean-Martin Büttner,577,Ron Wood leads his band at Zurich concert,https://www.nzz.ch/feuilleton/musik/ron-wood-der-begleiter-als-bandleader-ld.10022023
2026-09-02_meinung_germany-protests-russian-finance-minister-parleys-u_ld10022026,10022026,2026-09-02,Meinung,Kommentar,Peter A. Fischer,781,"Germany protests, and the Russian Finance Minister parleys in the U.S.: This is not how sanctions work",https://www.nzz.ch/meinung/deutschland-protestiert-und-der-russische-finanzminister-parliert-in-den-usa-so-funktionieren-sanktionen-nicht-ld.10022026
2026-09-02_deutschland-politik_could-federal-government-remove-afd-led-state_ld10021951,10021951,2026-09-02,Startseite (Deutschland),Erklärt,"Sebastian Lange, Berlin",655,Could the federal government remove an AfD-led state government from power?,https://www.nzz.ch/deutschland/politik/koennte-der-bund-eine-afd-gefuehrte-landesregierung-entmachten-ld.10021951
2026-09-02_international_netanyahus-make-oct-7-family-affair_ld10022025,10022025,2026-09-02,International,,Johannes C. Bockenheimer,770,The Netanyahus Make Oct. 7 a Family Affair,https://www.nzz.ch/international/die-netanyahus-machen-den-7-oktober-zur-familienangelegenheit-ld.10022025
2026-09-02_sport-formel-1_zurich-s-chiara-battig-wants-enter-formula_ld10021938,10021938,2026-09-02,Sport,,"Elmar Brümmer, Zurich",1456,Zurich's Chiara Bättig wants to enter Formula 1: Will she be the woman who beats everyone?,https://www.nzz.ch/sport/formel-1/formel-1-vielleicht-faehrt-bald-eine-zuercherin-in-der-koenigsklasse-ld.10021938
2026-09-02_international_scandal-engulfs-brazil-s-judicial-elite-shortly_ld10022085,10022085,2026-09-02,International,,Alexander Busch,975,Scandal engulfs Brazil's judicial elite shortly before presidential election,https://www.nzz.ch/international/kurz-vor-der-praesidentschaftswahl-holt-ein-skandal-brasiliens-justizelite-ein-ld.10022085
2026-09-02_shorts_shooting-aarau-rave-was-rampage_ld10022128,10022128,2026-09-02,NZZ Shorts,Video,,55,The shooting at the Aarau rave was a rampage,https://www.nzz.ch/shorts/bei-der-schiesserei-am-aarauer-rave-handelte-es-sich-um-einen-amoklauf-ld.10022128
2026-09-02_wirtschaft_beacon-hope-problem-case-nestle-sells-vitamin_ld10022039,10022039,2026-09-02,Wirtschaft,,Matthias Benz,457,From a beacon of hope to a problem case: Nestlé sells vitamin brands at a loss of billions,https://www.nzz.ch/wirtschaft/vom-hoffnungstraeger-zum-problemfall-nestle-verkauft-vitaminmarken-mit-milliardenverlust-ld.10022039
2026-09-02_finanzen_september-begins-turbulently-stock-market-seven-developments_ld10022036,10022036,2026-09-02,Finanzen,,Benjamin Triebe,1151,September begins turbulently on the stock market: seven developments that are making the financial markets nervous,https://www.nzz.ch/finanzen/ausverkauf-bei-staatsanleihen-die-gruende-fuer-die-boersen-unruhe-sind-hartnaeckig-ld.10022036
2026-09-02_international_suffering-spoiled-prince-what-drama-surrounding-harry_ld10021792,10021792,2026-09-02,International,,"David Signer, London",1129,The suffering of the spoiled prince: What the drama surrounding Harry and Meghan's return says about the British and their relationship with the royals,https://www.nzz.ch/international/prinz-harrys-rueckkehr-was-die-aufregung-ueber-die-britische-gesellschaft-verraet-ld.10021792
2026-09-02_schweiz_ticino-government-ousts-claudio-zali-but-he_ld10022138,10022138,2026-09-02,Schweiz,,"Peter Jankovsky, Bellinzona",766,The Ticino government ousts Claudio Zali – but he refuses to resign,https://www.nzz.ch/schweiz/claudio-zali-bleibt-im-amt-doch-die-tessiner-kantonsregierung-entmachtet-den-lega-staatsrat-ld.10022138
2026-09-02_international_chinese-leader-xi-jinping-rarely-travels-abroad_ld10021927,10021927,2026-09-02,International,,Katrin Büchenbacher,962,"Chinese leader Xi Jinping rarely travels abroad. Why then Egypt, of all places?",https://www.nzz.ch/international/xi-jinping-reist-seltener-ins-ausland-warum-er-dennoch-aegypten-besucht-nzz-ld.10021927
2026-09-02_schweiz_police-assume-rampage-aarau-shooter-possibly-mentally_ld10021922,10021922,2026-09-02,Schweiz,,"Renato Schatz, Aarau",841,"Police assume rampage: Aarau shooter possibly mentally ill, stumbled upon rave by «chance»",https://www.nzz.ch/schweiz/die-polizei-geht-von-einem-amoklauf-aus-der-schuetze-von-aarau-war-wohl-psychisch-krank-und-stiess-per-zufall-auf-den-rave-auf-der-pferderennbahn-ld.10021922
2026-09-02_international_following-germany-s-accusations-against-moscow-eu_ld10022079,10022079,2026-09-02,International,,"Antonio Fumagalli, Brussels",565,Following Germany's accusations against Moscow: The EU is preparing new sanctions – Switzerland was also at the table for the first time,https://www.nzz.ch/international/nach-deutschlands-vorwuerfen-an-moskau-die-eu-bereitet-neue-sanktionen-vor-zum-ersten-mal-sass-auch-die-schweiz-am-tisch-ld.10022079
2026-09-02_shorts_andreas-rodder-pendulum-swinging-right_ld10022151,10022151,2026-09-02,NZZ Shorts,,,48,Andreas Rödder: «The pendulum is swinging to the right»,https://www.nzz.ch/shorts/andreas-roedder-das-pendel-schwingt-nach-rechts-ld.10022151
2026-09-02_schweiz_federal-council-open-banning-conversion-therapies_ld10022117,10022117,2026-09-02,Schweiz,,"Adrien Woeffray, Bern",632,Federal Council Open to Banning Conversion Therapies,https://www.nzz.ch/schweiz/der-bundesrat-zeigt-sich-offen-fuer-ein-verbot-von-konversionstherapien-ld.10022117
2026-09-02_schweiz_subsidies-results-trained-farmer-guy-parmelin-wants_ld10022110,10022110,2026-09-02,Schweiz,,"Matthias Venetz, Bern",958,Subsidies for results: Trained farmer Guy Parmelin wants farmers to think like entrepreneurs in the future,https://www.nzz.ch/schweiz/subventionen-nur-noch-gegen-resultate-der-gelernte-landwirt-guy-parmelin-will-dass-die-bauern-kuenftig-wie-unternehmer-denken-ld.10022110
2026-09-02_der-andere-blick_katherina-reiches-liberal-voice-important-she-should_ld10022147,10022147,2026-09-02,Der andere Blick,Der andere Blick,"Cornelius Welp, Frankfurt",551,Katherina Reiche’s liberal voice is important. She should not jeopardize it with provocations,https://www.nzz.ch/der-andere-blick/die-liberale-stimme-von-katherina-reiche-ist-wichtig-sie-sollte-sie-nicht-durch-provokationen-gefaehrden-ld.10022147
2026-09-02_schweiz_crans-montana-burn-victims-gradually-return-everyday_ld10022096,10022096,2026-09-02,Schweiz,,"Annegret Mathari, Sion",546,Crans-Montana burn victims gradually return to everyday life,https://www.nzz.ch/schweiz/fuer-die-brandopfer-von-crans-montana-geht-es-schritt-fuer-schritt-zurueck-in-den-alltag-ld.10022096
2026-09-03_zuerich_zurich-news-city-council-introduce-sunflower-symbol_ld10022179,10022179,2026-09-03,Zürich,Kurzmeldungen,,406,Zurich news: City Council to introduce sunflower symbol for people with invisible disabilities,https://www.nzz.ch/zuerich/news-aus-zuerich-gemeinderat-will-sonnenblumen-symbol-einfuehren-ld.10022179
2026-09-02_zuerich_crisis-ridden-hospital-wetzikon-would-prefer-be_ld10021886,10021886,2026-09-02,Zürich,,"Jan Hudec, Marius Huber",876,The crisis-ridden hospital in Wetzikon would prefer to be rescued by the Thurgau cantonal hospital group rather than by private investors. This is considered the best financial solution for everyone involved,https://www.nzz.ch/zuerich/das-krisen-spital-von-wetzikon-will-sich-lieber-von-der-spitalgruppe-des-kantons-thurgau-retten-lassen-als-von-privaten-das-sei-finanziell-fuer-alle-das-beste-ld.10021886
2026-09-02_zuerich_red-green-wants-force-private-property-owners_ld10021916,10021916,2026-09-02,Zürich,,Michael von Ledebur,749,Red-Green wants to force private property owners to build affordable housing: Social Democrats make strange retreat in city parliament,https://www.nzz.ch/zuerich/guenstige-wohnungen-in-der-stadt-zuerich-rot-gruen-macht-seltsamen-rueckzieher-ld.10021916
2026-09-02_sport_front-club-legend-nunez-grasshoppers-celebrate-their_ld10022167,10022167,2026-09-02,Sport,,,650,In front of club legend Nuñez: Grasshoppers celebrate their first win of the season against St. Gallen,https://www.nzz.ch/sport/vor-den-augen-von-klublegende-nunez-die-grasshoppers-feiern-gegen-st-gallen-den-ersten-saisonsieg-ld.10022167
